contract_uid,contract_type,dataset,contract_basename,pdf_path,is_pdf_renamed,txt_path,is_txt_matched,is_txt_renamed,raw_html_path,is_raw_html_matched,is_raw_html_renamed,processed_html_path,ocr_results_path,pipeline_results_path,pipeline_results_csv_path,pipeline_results_json_path,processing_status
ct_328,Distributor,cuad,"LEGACYTECHNOLOGYHOLDINGS,INC_12_09_2005-EX-10.2-DISTRIBUTOR AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Distributor/ct_328.PDF,True,CUAD_v1/full_contract_txt/ct_328.txt,True,True,,False,False,,,,,,
ct_329,Distributor,cuad,LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Distributor/ct_329.PDF,True,CUAD_v1/full_contract_txt/ct_329.txt,True,True,,False,False,,,,,,
ct_33,Development,cuad,ArcaUsTreasuryFund_20200207_N-2_EX-99.K5_11971930_EX-99.K5_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_33.pdf,True,CUAD_v1/full_contract_txt/ct_33.txt,True,True,,False,False,,,,,,
ct_330,Distributor,cuad,LUCIDINC_04_15_2011-EX-10.9-DISTRIBUTOR AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Distributor/ct_330.PDF,True,CUAD_v1/full_contract_txt/ct_330.txt,True,True,,False,False,,,,,,
ct_331,Distributor,cuad,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Distributor/ct_331.PDF,True,CUAD_v1/full_contract_txt/ct_331.txt,True,True,,False,False,,,,,,
ct_332,Distributor,cuad,NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Distributor/ct_332.PDF,True,CUAD_v1/full_contract_txt/ct_332.txt,True,True,,False,False,,,,,,
ct_333,Distributor,cuad,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment,CUAD_v1/full_contract_pdf/Part_III/Distributor/ct_333.pdf,True,CUAD_v1/full_contract_txt/ct_333.txt,True,True,,False,False,,,,,,
ct_334,Distributor,cuad,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_New,CUAD_v1/full_contract_pdf/Part_III/Distributor/ct_334.pdf,True,CUAD_v1/full_contract_txt/ct_334.txt,True,True,,False,False,,,,,,
ct_335,Distributor,cuad,"OPTIMIZEDTRANSPORTATIONMANAGEMENT,INC_07_26_2000-EX-6.6-DISTRIBUTOR AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Distributor/ct_335.PDF,True,CUAD_v1/full_contract_txt/ct_335.txt,True,True,,False,False,,,,,,
ct_336,Distributor,cuad,"VISIUMTECHNOLOGIES,INC_10_20_2004-EX-10.20-DISTRIBUTOR AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Distributor/ct_336.PDF,True,CUAD_v1/full_contract_txt/ct_336.txt,True,True,,False,False,,,,,,
ct_337,Endorsement Agreement,cuad,ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Endorsement Agreement/ct_337.PDF,True,CUAD_v1/full_contract_txt/ct_337.txt,True,True,,False,False,,,,,,
ct_338,Endorsement Agreement,cuad,AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Endorsement Agreement/ct_338.PDF,True,CUAD_v1/full_contract_txt/ct_338.txt,True,True,,False,False,,,,,,
ct_339,Endorsement Agreement,cuad,HOLIDAYRVSUPERSTORESINC_04_15_2002-EX-10.13-ENDORSEMENT AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Endorsement Agreement/ct_339.PDF,True,CUAD_v1/full_contract_txt/ct_339.txt,True,True,,False,False,,,,,,
ct_34,Development,cuad,ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_34.pdf,True,CUAD_v1/full_contract_txt/ct_34.txt,True,True,,False,False,,,,,,
ct_340,Endorsement Agreement,cuad,"MARSHALLHOLDINGSINTERNATIONAL,INC_04_14_2004-EX-10.15-ENDORSEMENT AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Endorsement Agreement/ct_340.PDF,True,CUAD_v1/full_contract_txt/ct_340.txt,True,True,,False,False,,,,,,
ct_341,Endorsement Agreement,cuad,MOSSIMOINC_04_14_2000-EX-10.14-ENDORSEMENT AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Endorsement Agreement/ct_341.PDF,True,CUAD_v1/full_contract_txt/ct_341.txt,True,True,,False,False,,,,,,
ct_342,Endorsement Agreement,cuad,MOVADOGROUPINC_04_30_2003-EX-10.28-ENDORSEMENT AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Endorsement Agreement/ct_342.PDF,True,CUAD_v1/full_contract_txt/ct_342.txt,True,True,,False,False,,,,,,
ct_343,Endorsement Agreement,cuad,SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Endorsement Agreement/ct_343.PDF,True,CUAD_v1/full_contract_txt/ct_343.txt,True,True,,False,False,,,,,,
ct_344,Endorsement Agreement,cuad,TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Endorsement Agreement/ct_344.PDF,True,CUAD_v1/full_contract_txt/ct_344.txt,True,True,,False,False,,,,,,
ct_345,Endorsement Agreement,cuad,WARNINGMANAGEMENTSERVICESINC_12_10_1999-EX-10-ENDORSEMENT AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Endorsement Agreement/ct_345.PDF,True,CUAD_v1/full_contract_txt/ct_345.txt,True,True,,False,False,,,,,,
ct_346,Franchise,cuad,AIRTECHINTERNATIONALGROUPINC_05_08_2000-EX-10.4-FRANCHISE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Franchise/ct_346.PDF,True,CUAD_v1/full_contract_txt/ct_346.txt,True,True,,False,False,,,,,,
ct_347,Franchise,cuad,"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement",CUAD_v1/full_contract_pdf/Part_III/Franchise/ct_347.PDF,True,CUAD_v1/full_contract_txt/ct_347.txt,True,True,CUAD_v1/contract_raw_html/ct_347.html,True,True,,../data/CUAD_v1/contract_ocr_results/ct_347_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_347/ct_347_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_347/ct_347.json,True
ct_348,Franchise,cuad,"HOSPITALITYINVESTORSTRUST,INC_04_07_2014-EX-10.26-FRANCHISE AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Franchise/ct_348.PDF,True,CUAD_v1/full_contract_txt/ct_348.txt,True,True,CUAD_v1/contract_raw_html/ct_348.html,True,True,,../data/CUAD_v1/contract_ocr_results/ct_348_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_348/ct_348_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_348/ct_348.json,True
ct_349,Franchise,cuad,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Franchise/ct_349.PDF,True,CUAD_v1/full_contract_txt/ct_349.txt,True,True,,False,False,,,,,,
ct_35,Development,cuad,CnsPharmaceuticalsInc_20200326_8-K_EX-10.1_12079626_EX-10.1_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_35.pdf,True,CUAD_v1/full_contract_txt/ct_35.txt,True,True,,False,False,,,,,,
ct_350,Franchise,cuad,JOINTCORP_09_19_2014-EX-10.15-FRANCHISE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Franchise/ct_350.PDF,True,CUAD_v1/full_contract_txt/ct_350.txt,True,True,CUAD_v1/contract_raw_html/ct_350.html,True,True,,../data/CUAD_v1/contract_ocr_results/ct_350_ocr_results.json,,,,True
ct_351,Hosting,cuad,AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Hosting/ct_351.PDF,True,CUAD_v1/full_contract_txt/ct_351.txt,True,True,,False,False,,,,,,
ct_352,Hosting,cuad,BEYONDCOMCORP_08_03_2000-EX-10.2-CO-HOSTING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Hosting/ct_352.PDF,True,CUAD_v1/full_contract_txt/ct_352.txt,True,True,,False,False,,,,,,
ct_353,Hosting,cuad,BLUEFLYINC_03_27_2002-EX-10.27-e-business Hosting Agreement,CUAD_v1/full_contract_pdf/Part_III/Hosting/ct_353.PDF,True,CUAD_v1/full_contract_txt/ct_353.txt,True,True,,False,False,,,,,,
ct_354,Hosting,cuad,BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Hosting/ct_354.PDF,True,CUAD_v1/full_contract_txt/ct_354.txt,True,True,,False,False,,,,,,
ct_355,Hosting,cuad,BOLIVARMININGCORP_05_23_2003-EX-2.1-VISP WEB SITE BUILDING AND HOSTING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Hosting/ct_355.PDF,True,CUAD_v1/full_contract_txt/ct_355.txt,True,True,,False,False,,,,,,
ct_356,Hosting,cuad,CHANGEPOINTCORP_03_08_2000-EX-10.6-LICENSE AND HOSTING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Hosting/ct_356.PDF,True,CUAD_v1/full_contract_txt/ct_356.txt,True,True,,False,False,,,,,,
ct_357,Hosting,cuad,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Hosting/ct_357.PDF,True,CUAD_v1/full_contract_txt/ct_357.txt,True,True,,False,False,,,,,,
ct_358,Hosting,cuad,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Hosting/ct_358.PDF,True,CUAD_v1/full_contract_txt/ct_358.txt,True,True,,False,False,,,,,,
ct_359,Hosting,cuad,INKTOMICORP_06_08_1998-EX-10.14-SOFTWARE HOSTING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Hosting/ct_359.PDF,True,CUAD_v1/full_contract_txt/ct_359.txt,True,True,,False,False,,,,,,
ct_36,Development,cuad,CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_36.pdf,True,CUAD_v1/full_contract_txt/ct_36.txt,True,True,CUAD_v1/contract_raw_html/ct_36.htm,True,True,,../data/CUAD_v1/contract_ocr_results/ct_36_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_36/ct_36_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_36/ct_36.json,True
ct_360,IP,cuad,"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/IP/ct_360.PDF,True,CUAD_v1/full_contract_txt/ct_360.txt,True,True,,False,False,,,,,,
ct_361,IP,cuad,"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/IP/ct_361.PDF,True,CUAD_v1/full_contract_txt/ct_361.txt,True,True,,False,False,,,,,,
ct_362,IP,cuad,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",CUAD_v1/full_contract_pdf/Part_III/IP/ct_362.PDF,True,CUAD_v1/full_contract_txt/ct_362.txt,True,True,CUAD_v1/contract_raw_html/ct_362.html,True,True,,../data/CUAD_v1/contract_ocr_results/ct_362_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_362/ct_362_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_362/ct_362.json,True
ct_363,IP,cuad,"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/IP/ct_363.PDF,True,CUAD_v1/full_contract_txt/ct_363.txt,True,True,,False,False,,,,,,
ct_364,IP,cuad,JINGWEIINTERNATIONALLTD_10_04_2007-EX-10.7-INTELLECTUAL PROPERTY AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/IP/ct_364.PDF,True,CUAD_v1/full_contract_txt/ct_364.txt,True,True,,False,False,,,,,,
ct_365,IP,cuad,MSCIINC_02_28_2008-EX-10.10-,CUAD_v1/full_contract_pdf/Part_III/IP/ct_365.PDF,True,CUAD_v1/full_contract_txt/ct_365.txt,True,True,,False,False,,,,,,
ct_366,IP,cuad,"OTISWORLDWIDECORP_04_03_2020-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT by and among UNITED TECHNOLOGIES CORPORATION, OTIS WORLDWIDE CORPORATION and CARRIER ~1",CUAD_v1/full_contract_pdf/Part_III/IP/ct_366.PDF,True,CUAD_v1/full_contract_txt/ct_366.txt,True,True,CUAD_v1/contract_raw_html/ct_366.html,True,True,,../data/CUAD_v1/contract_ocr_results/ct_366_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_366/ct_366_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_366/ct_366.json,True
ct_367,IP,cuad,VERSOTECHNOLOGIESINC_12_28_2007-EX-99.3-INTELLECTUAL PROPERTY AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/IP/ct_367.PDF,True,CUAD_v1/full_contract_txt/ct_367.txt,True,True,,False,False,,,,,,
ct_368,IP,cuad,ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/IP/ct_368.PDF,True,CUAD_v1/full_contract_txt/ct_368.txt,True,True,,False,False,,,,,,
ct_369,Joint Venture _ Filing,cuad,ATENTOSA_07_06_2020-EX-99.1-JOINT FILING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Joint Venture _ Filing/ct_369.PDF,True,CUAD_v1/full_contract_txt/ct_369.txt,True,True,,False,False,,,,,,
ct_37,Development,cuad,ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_37.pdf,True,CUAD_v1/full_contract_txt/ct_37.txt,True,True,,False,False,,,,,,
ct_370,Joint Venture _ Filing,cuad,BLACKROCKMUNIHOLDINGSINVESTMENTQUALITYFUND_04_07_2020-EX-99.01-JOINT FILING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Joint Venture _ Filing/ct_370.PDF,True,CUAD_v1/full_contract_txt/ct_370.txt,True,True,,False,False,,,,,,
ct_371,Joint Venture _ Filing,cuad,IGENEBIOTECHNOLOGYINC_05_13_2003-EX-1-JOINT VENTURE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Joint Venture _ Filing/ct_371.PDF,True,CUAD_v1/full_contract_txt/ct_371.txt,True,True,CUAD_v1/contract_raw_html/ct_371.html,True,True,,../data/CUAD_v1/contract_ocr_results/ct_371_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_371/ct_371_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_371/ct_371.json,True
ct_372,Joint Venture _ Filing,cuad,"MACY_S,INC_05_11_2020-EX-99.4-JOINT FILING AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Joint Venture _ Filing/ct_372.PDF,True,CUAD_v1/full_contract_txt/ct_372.txt,True,True,,False,False,,,,,,
ct_373,Joint Venture _ Filing,cuad,"MFAFINANCIAL,INC_07_06_2020-EX-99.D-JOINT FILING AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Joint Venture _ Filing/ct_373.PDF,True,CUAD_v1/full_contract_txt/ct_373.txt,True,True,,False,False,,,,,,
ct_374,Joint Venture _ Filing,cuad,"MJBIOTECH,INC_12_06_2018-EX-99.01-JOINT VENTURE AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Joint Venture _ Filing/ct_374.PDF,True,CUAD_v1/full_contract_txt/ct_374.txt,True,True,,False,False,,,,,,
ct_375,Joint Venture _ Filing,cuad,NELNETINC_04_08_2020-EX-1-JOINT FILING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Joint Venture _ Filing/ct_375.PDF,True,CUAD_v1/full_contract_txt/ct_375.txt,True,True,,False,False,,,,,,
ct_376,Joint Venture _ Filing,cuad,"ONEMAINHOLDINGS,INC_02_20_2020-EX-99.D-JOINT FILING AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Joint Venture _ Filing/ct_376.PDF,True,CUAD_v1/full_contract_txt/ct_376.txt,True,True,,False,False,,,,,,
ct_377,Joint Venture _ Filing,cuad,"PRECIGEN,INC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Joint Venture _ Filing/ct_377.PDF,True,CUAD_v1/full_contract_txt/ct_377.txt,True,True,,False,False,,,,,,
ct_378,Joint Venture _ Filing,cuad,QBIOMEDINC_04_08_2020-EX-99.1-JOINT FILING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Joint Venture _ Filing/ct_378.PDF,True,CUAD_v1/full_contract_txt/ct_378.txt,True,True,,False,False,,,,,,
ct_379,Joint Venture _ Filing,cuad,RMRGROUPINC_01_22_2020-EX-99.1-JOINT FILING AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Joint Venture _ Filing/ct_379.PDF,True,CUAD_v1/full_contract_txt/ct_379.txt,True,True,,False,False,,,,,,
ct_38,Development,cuad,ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_38.pdf,True,CUAD_v1/full_contract_txt/ct_38.txt,True,True,,False,False,,,,,,
ct_380,Joint Venture _ Filing,cuad,"SPRINGBANKPHARMACEUTICALS,INC_04_08_2020-EX-99.A-JOINT FILING AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Joint Venture _ Filing/ct_380.PDF,True,CUAD_v1/full_contract_txt/ct_380.txt,True,True,,False,False,,,,,,
ct_381,Joint Venture _ Filing,cuad,"TALLGRASSENERGY,LP_02_20_2020-EX-99.26-JOINT FILING AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Joint Venture _ Filing/ct_381.PDF,True,CUAD_v1/full_contract_txt/ct_381.txt,True,True,,False,False,,,,,,
ct_382,Joint Venture _ Filing,cuad,"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",CUAD_v1/full_contract_pdf/Part_III/Joint Venture _ Filing/ct_382.PDF,True,CUAD_v1/full_contract_txt/ct_382.txt,True,True,,False,False,,,,,,
ct_383,Maintenance,cuad,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_383.PDF,True,CUAD_v1/full_contract_txt/ct_383.txt,True,True,,False,False,,,,,,
ct_384,Maintenance,cuad,PRIMEENERGYRESOURCESCORP_04_02_2007-EX-10.28-COMPLETION AND LIQUIDITY MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_384.PDF,True,CUAD_v1/full_contract_txt/ct_384.txt,True,True,,False,False,,,,,,
ct_385,Maintenance,cuad,SANDRIDGEENERGYINC_08_06_2009-EX-10.6-OPERATIONS AND MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_385.PDF,True,CUAD_v1/full_contract_txt/ct_385.txt,True,True,CUAD_v1/contract_raw_html/ct_385.htm,True,True,,../data/CUAD_v1/contract_ocr_results/ct_385_ocr_results.json,,,,True
ct_386,Maintenance,cuad,SECURIANFUNDSTRUST_05_01_2012-EX-99.28.H.9-NET INVESTMENT INCOME MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_386.PDF,True,CUAD_v1/full_contract_txt/ct_386.txt,True,True,,False,False,,,,,,
ct_387,Maintenance,cuad,SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_387.PDF,True,CUAD_v1/full_contract_txt/ct_387.txt,True,True,,False,False,,,,,,
ct_388,Maintenance,cuad,SFGFINANCIALCORP_05_12_2009-EX-10.1-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_388.PDF,True,CUAD_v1/full_contract_txt/ct_388.txt,True,True,,False,False,,,,,,
ct_389,Maintenance,cuad,SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_389.PDF,True,CUAD_v1/full_contract_txt/ct_389.txt,True,True,,False,False,,,,,,
ct_39,Development,cuad,EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_39.pdf,True,CUAD_v1/full_contract_txt/ct_39.txt,True,True,,False,False,,,,,,
ct_390,Maintenance,cuad,SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_390.PDF,True,CUAD_v1/full_contract_txt/ct_390.txt,True,True,,False,False,,,,,,
ct_391,Maintenance,cuad,SPARKLINGSPRINGWATERHOLDINGSLTD_07_03_2002-EX-10.13-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_391.PDF,True,CUAD_v1/full_contract_txt/ct_391.txt,True,True,,False,False,,,,,,
ct_392,Maintenance,cuad,"SPIENERGYCO,LTD_03_09_2011-EX-99.5-OPERATIONS AND MAINTENANCE AGREEMENT",CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_392.PDF,True,CUAD_v1/full_contract_txt/ct_392.txt,True,True,,False,False,,,,,,
ct_393,Maintenance,cuad,STARTECGLOBALCOMMUNICATIONSCORP_11_16_1998-EX-10.30-CONSTRUCTION AND MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_393.PDF,True,CUAD_v1/full_contract_txt/ct_393.txt,True,True,,False,False,,,,,,
ct_394,Maintenance,cuad,SUMMAFOURINC_06_19_1998-EX-10.3-SOFTWARE LICENSE AND MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_394.PDF,True,CUAD_v1/full_contract_txt/ct_394.txt,True,True,,False,False,,,,,,
ct_395,Maintenance,cuad,SUNTRONCORP_05_17_2006-EX-10.22-MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_395.PDF,True,CUAD_v1/full_contract_txt/ct_395.txt,True,True,,False,False,,,,,,
ct_396,Maintenance,cuad,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_396.PDF,True,CUAD_v1/full_contract_txt/ct_396.txt,True,True,,False,False,,,,,,
ct_397,Maintenance,cuad,TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_397.PDF,True,CUAD_v1/full_contract_txt/ct_397.txt,True,True,,False,False,,,,,,
ct_398,Maintenance,cuad,TRIZETTOGROUPINC_08_18_1999-EX-10.17-TECHNICAL INFRASTRUCTURE MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_398.PDF,True,CUAD_v1/full_contract_txt/ct_398.txt,True,True,,False,False,,,,,,
ct_399,Maintenance,cuad,UAGHINC_04_14_2004-EX-10.18-MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_399.PDF,True,CUAD_v1/full_contract_txt/ct_399.txt,True,True,,False,False,,,,,,
ct_4,Affiliate_Agreements,cuad,LinkPlusCorp_20050802_8-K_EX-10_3240252_EX-10_Affiliate Agreement,CUAD_v1/full_contract_pdf/Part_I/Affiliate_Agreements/ct_4.pdf,True,CUAD_v1/full_contract_txt/ct_4.txt,True,True,,False,False,,,,,,
ct_40,Development,cuad,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement,CUAD_v1/full_contract_pdf/Part_I/Development/ct_40.pdf,True,CUAD_v1/full_contract_txt/ct_40.txt,True,True,,False,False,,,,,,
ct_400,Maintenance,cuad,VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_400.PDF,True,CUAD_v1/full_contract_txt/ct_400.txt,True,True,,False,False,,,,,,
ct_401,Maintenance,cuad,VERTEXENERGYINC_08_14_2014-EX-10.24-OPERATION AND MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_401.PDF,True,CUAD_v1/full_contract_txt/ct_401.txt,True,True,CUAD_v1/contract_raw_html/ct_401.html,True,True,,../data/CUAD_v1/contract_ocr_results/ct_401_ocr_results.json,,../data/CUAD_v1/contract_pipeline_results/ct_401/ct_401_match_metadata.csv,../data/CUAD_v1/contract_pipeline_results/ct_401/ct_401.json,True
ct_402,Maintenance,cuad,VERTICALNETINC_04_01_2002-EX-10.19-MAINTENANCE AND SUPPORT AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_402.PDF,True,CUAD_v1/full_contract_txt/ct_402.txt,True,True,,False,False,,,,,,
ct_403,Maintenance,cuad,ZONDWINDSYSTEMPARTNERSLTDSERIES85-B_04_03_2006-EX-10-MANAGEMENT AND MAINTENANCE AGREEMENT,CUAD_v1/full_contract_pdf/Part_III/Maintenance/ct_403.PDF,True,CUAD_v1/full_contract_txt/ct_403.txt,True,True,,False,False,,,,,,
ct_404,Manufacturing,cuad,"ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement ",CUAD_v1/full_contract_pdf/Part_III/Manufacturing/ct_404.PDF,True,CUAD_v1/full_contract_txt/ct_404.txt,True,True,,False,False,,,,,,
ct_405,Manufacturing,cuad,"Antares Pharma, Inc. - Manufacturing Agreement",CUAD_v1/full_contract_pdf/Part_III/Manufacturing/ct_405.PDF,True,CUAD_v1/full_contract_txt/ct_405.txt,True,True,,False,False,,,,,,
ct_406,Manufacturing,cuad,Apollo Endosurgery - Manufacturing and Supply Agreement,CUAD_v1/full_contract_pdf/Part_III/Manufacturing/ct_406.PDF,True,CUAD_v1/full_contract_txt/ct_406.txt,True,True,,False,False,,,,,,
